 YR   MON  NINO1+2  ANOM   NINO3    ANOM   NINO4    ANOM   NINO3.4  ANOM
1979   4   25.58    0.01   27.66    0.23   28.35   -0.05   27.87    0.20
1979   5   24.52    0.10   27.26    0.16   28.70    0.01   27.74   -0.03
1979   6   23.28    0.22   26.54    0.08   28.74    0.07   27.55    0.02
1979   7   21.79   -0.19   25.56   -0.09   28.66    0.05   26.95   -0.15
1979   8   21.05    0.04   25.29    0.23   28.36   -0.13   26.77    0.02
1979   9   21.15    0.39   25.58    0.65   28.67    0.16   27.15    0.45
1979  10   21.43    0.36   25.54    0.60   28.81    0.31   27.01    0.36
1979  11   21.95    0.21   25.58    0.53   28.87    0.42   27.08    0.48
1979  12   22.97    0.07   25.68    0.47   28.79    0.45   27.09    0.52
1980   1   24.35   -0.18   26.12    0.47   28.62    0.47   27.10    0.54
1980   2   25.73   -0.18   26.52    0.15   28.47    0.39   27.03    0.29
1980   3   26.46    0.08   27.05   -0.07   28.51    0.34   27.38    0.15
1980   4   25.71    0.14   27.33   -0.10   28.70    0.30   27.78    0.12
1980   5   24.46    0.04   27.15    0.05   29.08    0.39   27.99    0.21
1980   6   22.88   -0.19   26.76    0.29   29.15    0.48   27.99    0.46
1980   7   21.26   -0.71   25.65    0.00   28.95    0.34   27.35    0.24
1980   8   20.57   -0.44   24.87   -0.19   28.47   -0.02   26.62   -0.13
1980   9   20.45   -0.32   24.86   -0.08   28.50   -0.01   26.57   -0.13
1980  10   20.43   -0.64   24.62   -0.32   28.66    0.15   26.51   -0.13
1980  11   21.23   -0.51   25.07    0.02   28.58    0.13   26.63    0.03
1980  12   22.34   -0.56   25.28    0.07   28.44    0.10   26.58    0.01
1981   1   22.98   -1.56   25.05   -0.61   28.08   -0.08   26.17   -0.39
1981   2   24.90   -1.01   25.63   -0.75   27.94   -0.14   26.13   -0.60
1981   3   25.94   -0.43   26.74   -0.39   28.08   -0.09   26.75   -0.48
1981   4   24.89   -0.68   27.10   -0.32   28.17   -0.22   27.32   -0.34
1981   5   23.90   -0.52   26.74   -0.37   28.34   -0.35   27.41   -0.36
1981   6   22.57   -0.50   26.26   -0.20   28.36   -0.31   27.35   -0.18
1981   7   21.10   -0.87   25.26   -0.39   28.29   -0.32   26.66   -0.44
1981   8   20.03   -0.98   24.43   -0.63   28.22   -0.28   26.25   -0.50
1981   9   20.09   -0.68   24.74   -0.20   28.30   -0.22   26.54   -0.17
1981  10   20.58   -0.49   24.92   -0.03   28.45   -0.06   26.52   -0.12
1981  11   21.26   -0.48   24.83   -0.22   28.47    0.02   26.41   -0.19
1981  12   22.60   -0.30   25.23    0.03   28.43    0.09   26.47   -0.10
1982   1   24.36   -0.18   25.96    0.30   28.19    0.03   26.69    0.14
1982   2   25.42   -0.49   26.55    0.17   28.04   -0.04   26.71   -0.02
1982   3   25.40   -0.98   27.06   -0.07   28.37    0.19   27.36    0.13
1982   4   24.96   -0.61   27.52    0.10   28.78    0.39   27.90    0.24
1982   5   24.21   -0.21   27.66    0.56   29.21    0.52   28.42    0.65
1982   6   23.35    0.29   27.31    0.84   29.20    0.53   28.32    0.79
1982   7   22.50    0.52   26.33    0.68   28.83    0.22   27.65    0.54
1982   8   21.89    0.88   26.21    1.15   28.81    0.32   27.64    0.89
1982   9   22.04    1.27   26.82    1.88   28.98    0.47   28.21    1.50
1982  10   22.88    1.81   27.31    2.37   29.37    0.86   28.68    2.04
1982  11   24.57    2.83   27.68    2.63   29.18    0.73   28.72    2.11
1982  12   25.89    2.98   28.23    3.02   29.13    0.79   28.94    2.37
1983   1   27.25    2.71   28.60    2.95   28.96    0.81   28.93    2.37
1983   2   28.23    2.32   28.63    2.26   28.80    0.73   28.75    2.01
1983   3   28.85    2.48   28.91    1.78   28.81    0.64   28.76    1.53
1983   4   28.82    3.25   29.06    1.63   28.81    0.42   28.74    1.07
1983   5   28.37    3.95   28.98    1.87   29.21    0.51   28.82    1.05
1983   6   27.43    4.36   28.19    1.72   28.98    0.31   28.27    0.74
1983   7   25.73    3.75   26.66    1.01   28.64    0.03   27.18    0.07
1983   8   23.88    2.87   25.78    0.72   28.35   -0.14   26.51   -0.24
1983   9   22.26    1.49   25.02    0.09   28.05   -0.46   26.18   -0.52
1983  10   22.22    1.15   24.48   -0.46   27.92   -0.59   25.75   -0.89
1983  11   22.21    0.47   24.19   -0.86   27.73   -0.73   25.54   -1.06
1983  12   23.19    0.29   24.58   -0.63   27.75   -0.59   25.82   -0.75
1984   1   24.32   -0.21   25.30   -0.35   27.64   -0.51   26.14   -0.42
1984   2   25.12   -0.79   26.43    0.05   27.60   -0.48   26.72   -0.02
1984   3   25.75   -0.63   27.14    0.01   27.59   -0.58   27.05   -0.19
1984   4   25.40   -0.17   27.24   -0.18   27.78   -0.61   27.30   -0.37
1984   5   23.58   -0.84   26.38   -0.72   28.19   -0.51   27.31   -0.47
1984   6   22.30   -0.77   25.50   -0.97   28.38   -0.29   26.95   -0.58
1984   7   21.53   -0.44   25.04   -0.60   28.47   -0.14   26.84   -0.26
1984   8   20.64   -0.37   24.81   -0.25   28.30   -0.19   26.67   -0.08
1984   9   20.73   -0.04   24.63   -0.30   28.26   -0.25   26.43   -0.27
1984  10   20.62   -0.45   24.34   -0.61   28.19   -0.32   26.15   -0.49
1984  11   21.70   -0.04   24.23   -0.83   27.92   -0.53   25.60   -1.00
1984  12   22.47   -0.44   24.10   -1.11   27.60   -0.74   25.38   -1.19
1985   1   23.84   -0.70   24.68   -0.97   27.55   -0.60   25.58   -0.98
1985   2   24.83   -1.08   25.65   -0.72   27.68   -0.39   26.11   -0.63
1985   3   25.60   -0.77   26.45   -0.68   27.59   -0.58   26.53   -0.71
1985   4   24.28   -1.29   26.63   -0.79   27.78   -0.61   26.93   -0.74
1985   5   22.67   -1.75   26.26   -0.84   27.99   -0.70   27.09   -0.68
1985   6   21.84   -1.23   25.66   -0.81   28.09   -0.58   26.92   -0.61
1985   7   20.75   -1.23   24.72   -0.93   28.32   -0.30   26.64   -0.46
1985   8   19.90   -1.11   24.12   -0.94   28.34   -0.16   26.28   -0.47
1985   9   19.86   -0.91   24.05   -0.88   28.32   -0.20   26.08   -0.62
1985  10   20.26   -0.81   24.23   -0.71   28.40   -0.11   26.22   -0.42
1985  11   20.97   -0.77   24.40   -0.65   28.48    0.03   26.39   -0.22
1985  12   22.49   -0.41   24.56   -0.65   28.39    0.05   26.19   -0.38
1986   1   24.31   -0.23   24.99   -0.67   27.96   -0.19   26.04   -0.52
1986   2   25.90   -0.02   26.04   -0.33   27.95   -0.13   26.26   -0.48
1986   3   25.78   -0.59   26.92   -0.21   28.11   -0.06   26.99   -0.24
1986   4   24.86   -0.71   27.30   -0.13   28.23   -0.17   27.65   -0.02
1986   5   23.35   -1.07   26.78   -0.32   28.53   -0.17   27.58   -0.20
1986   6   22.03   -1.04   26.27   -0.20   28.76    0.09   27.56    0.03
1986   7   21.64   -0.33   25.82    0.18   28.75    0.14   27.39    0.28
1986   8   21.07    0.06   25.38    0.33   28.95    0.46   27.21    0.46
1986   9   21.13    0.36   25.38    0.44   29.20    0.69   27.35    0.65
1986  10   21.46    0.39   25.65    0.70   29.27    0.76   27.60    0.95
1986  11   22.17    0.43   25.94    0.88   29.33    0.88   27.67    1.07
1986  12   23.53    0.63   26.26    1.05   28.97    0.63   27.75    1.18
1987   1   25.60    1.07   26.74    1.09   28.81    0.65   27.82    1.27
1987   2   27.02    1.10   27.60    1.23   28.82    0.74   28.02    1.29
1987   3   27.89    1.51   28.38    1.26   28.95    0.77   28.49    1.26
1987   4   26.95    1.38   28.63    1.20   28.97    0.58   28.68    1.02
1987   5   25.96    1.53   28.30    1.19   29.24    0.55   28.70    0.93
1987   6   24.04    0.97   27.51    1.04   29.44    0.77   28.67    1.14
1987   7   23.00    1.03   26.94    1.30   29.37    0.76   28.52    1.42
1987   8   21.92    0.91   26.59    1.53   29.40    0.91   28.48    1.73
1987   9   22.00    1.23   26.62    1.68   29.47    0.96   28.42    1.71
1987  10   22.54    1.47   26.19    1.25   29.67    1.17   28.08    1.43
1987  11   22.84    1.10   26.21    1.16   29.53    1.08   27.94    1.34
1987  12   23.51    0.60   26.33    1.12   29.25    0.90   27.60    1.03
1988   1   24.76    0.22   26.47    0.82   28.97    0.81   27.49    0.94
1988   2   25.74   -0.18   26.43    0.05   28.54    0.46   27.01    0.28
1988   3   25.71   -0.66   27.10   -0.03   28.46    0.29   27.45    0.22
1988   4   24.68   -0.89   27.01   -0.41   28.41    0.02   27.56   -0.10
1988   5   23.18   -1.24   25.88   -1.22   28.26   -0.43   26.97   -0.80
1988   6   21.66   -1.41   24.61   -1.86   28.00   -0.67   26.21   -1.32
1988   7   20.59   -1.38   23.79   -1.85   27.95   -0.67   25.66   -1.45
1988   8   19.63   -1.38   23.71   -1.35   28.07   -0.43   25.71   -1.04
1988   9   19.44   -1.32   23.88   -1.06   27.90   -0.61   25.72   -0.99
1988  10   19.83   -1.24   23.41   -1.53   27.12   -1.39   24.82   -1.82
1988  11   20.96   -0.78   23.45   -1.61   27.06   -1.39   24.73   -1.87
1988  12   22.25   -0.66   23.50   -1.71   26.85   -1.49   24.68   -1.89
1989   1   24.36   -0.18   24.27   -1.38   26.63   -1.52   24.70   -1.86
1989   2   26.02    0.10   25.49   -0.89   26.75   -1.33   25.34   -1.40
1989   3   26.21   -0.17   26.23   -0.90   27.25   -0.93   26.12   -1.12
1989   4   25.54   -0.03   26.85   -0.57   27.71   -0.68   26.83   -0.83
1989   5   23.36   -1.06   26.58   -0.53   28.24   -0.46   27.18   -0.60
1989   6   22.14   -0.93   26.42   -0.05   28.12   -0.55   27.23   -0.30
1989   7   21.27   -0.70   25.32   -0.32   28.23   -0.38   26.80   -0.31
1989   8   20.86   -0.15   24.73   -0.33   28.10   -0.39   26.43   -0.32
1989   9   20.17   -0.60   24.67   -0.27   28.37   -0.14   26.46   -0.24
1989  10   20.52   -0.55   24.61   -0.34   28.27   -0.24   26.31   -0.34
1989  11   21.44   -0.30   24.56   -0.49   28.10   -0.36   26.29   -0.31
1989  12   22.61   -0.30   24.92   -0.29   28.51    0.17   26.58    0.01
1990   1   24.22   -0.32   25.45   -0.20   28.49    0.33   26.63    0.07
1990   2   26.17    0.26   26.54    0.16   28.58    0.50   27.03    0.29
1990   3   26.15   -0.22   27.01   -0.12   28.69    0.51   27.39    0.16
1990   4   25.15   -0.42   27.56    0.14   28.83    0.44   27.94    0.27
1990   5   24.14   -0.29   27.42    0.32   28.93    0.23   28.08    0.30
1990   6   22.76   -0.31   26.55    0.08   28.97    0.30   27.63    0.10
1990   7   21.36   -0.61   25.82    0.18   29.01    0.40   27.42    0.31
1990   8   20.70   -0.31   25.32    0.26   28.99    0.49   27.16    0.41
1990   9   20.28   -0.49   25.15    0.21   28.92    0.41   26.96    0.25
1990  10   20.40   -0.67   24.96    0.02   29.10    0.59   27.01    0.37
1990  11   21.19   -0.55   25.00   -0.06   29.13    0.68   26.88    0.28
1990  12   22.29   -0.61   25.23    0.02   29.16    0.81   26.96    0.39
1991   1   23.99   -0.55   25.84    0.19   28.96    0.81   27.07    0.51
1991   2   25.59   -0.33   26.50    0.12   28.71    0.63   27.12    0.38
1991   3   26.31   -0.06   27.12   -0.01   28.58    0.40   27.38    0.15
1991   4   25.15   -0.42   27.65    0.22   28.94    0.55   28.10    0.44
1991   5   24.44    0.02   27.64    0.54   29.37    0.68   28.36    0.58
1991   6   23.28    0.21   27.43    0.96   29.28    0.61   28.41    0.88
1991   7   22.39    0.42   26.75    1.10   29.27    0.66   28.17    1.07
1991   8   21.39    0.38   25.71    0.65   29.23    0.74   27.73    0.98
1991   9   21.22    0.45   25.32    0.39   29.24    0.73   27.42    0.71
1991  10   21.73    0.66   25.63    0.69   29.44    0.93   27.62    0.98
1991  11   22.40    0.66   26.10    1.04   29.40    0.95   27.93    1.33
1991  12   23.75    0.85   26.42    1.21   29.46    1.12   28.32    1.75
1992   1   25.02    0.48   27.03    1.38   29.03    0.87   28.36    1.81
1992   2   26.62    0.71   27.61    1.23   29.00    0.92   28.43    1.69
1992   3   27.72    1.34   28.22    1.09   29.03    0.86   28.66    1.42
1992   4   27.58    2.01   28.79    1.37   29.16    0.77   29.05    1.39
1992   5   26.44    2.02   28.49    1.38   29.39    0.70   29.01    1.24
1992   6   23.86    0.79   27.28    0.82   29.28    0.60   28.35    0.82
1992   7   21.84   -0.14   25.84    0.19   29.15    0.54   27.56    0.45
1992   8   20.87   -0.14   25.11    0.06   28.92    0.43   26.96    0.21
1992   9   20.85    0.08   24.90   -0.03   28.83    0.32   26.66   -0.04
1992  10   21.15    0.08   24.65   -0.29   28.69    0.18   26.39   -0.25
1992  11   21.84    0.10   24.77   -0.29   28.67    0.21   26.60    0.00
1992  12   22.79   -0.12   24.97   -0.24   28.82    0.47   26.72    0.15
1993   1   24.68    0.15   25.79    0.14   28.71    0.56   26.87    0.31
1993   2   26.46    0.55   26.94    0.57   28.37    0.29   27.20    0.46
1993   3   27.07    0.69   27.64    0.51   28.50    0.32   27.71    0.48
1993   4   26.84    1.28   28.43    1.00   28.78    0.38   28.50    0.83
1993   5   25.60    1.18   28.33    1.23   29.03    0.34   28.70    0.93
1993   6   24.11    1.04   27.03    0.56   29.03    0.36   28.08    0.55
1993   7   22.61    0.64   26.19    0.54   29.01    0.40   27.59    0.49
1993   8   21.65    0.64   25.52    0.46   28.86    0.37   27.01    0.26
1993   9   21.11    0.34   25.25    0.31   29.02    0.51   27.14    0.43
1993  10   21.71    0.64   25.28    0.33   28.84    0.33   27.01    0.36
1993  11   22.07    0.33   25.20    0.14   28.88    0.43   26.92    0.32
1993  12   22.86   -0.05   25.30    0.09   28.85    0.50   26.79    0.22
1994   1   24.56    0.02   25.84    0.18   28.54    0.39   26.74    0.19
1994   2   25.89   -0.03   26.40    0.02   28.27    0.20   26.97    0.23
1994   3   25.75   -0.62   26.88   -0.24   28.46    0.28   27.52    0.29
1994   4   24.49   -1.08   27.15   -0.28   28.82    0.43   28.13    0.46
1994   5   23.52   -0.90   27.17    0.06   29.20    0.51   28.27    0.50
1994   6   22.31   -0.76   26.63    0.17   29.27    0.60   28.09    0.56
1994   7   21.17   -0.80   25.61   -0.04   29.49    0.88   27.68    0.57
1994   8   20.22   -0.79   24.93   -0.13   29.51    1.02   27.40    0.65
1994   9   20.65   -0.12   24.97    0.03   29.38    0.87   27.25    0.54
1994  10   22.04    0.97   25.65    0.70   29.51    1.00   27.53    0.89
1994  11   22.27    0.53   26.17    1.12   29.60    1.15   27.95    1.35
1994  12   23.75    0.85   26.23    1.02   29.56    1.22   28.02    1.45
1995   1   25.48    0.94   26.51    0.86   29.24    1.09   27.74    1.18
1995   2   26.25    0.33   26.90    0.52   29.16    1.09   27.67    0.94
1995   3   26.09   -0.28   27.26    0.13   29.23    1.05   27.91    0.68
1995   4   24.32   -1.25   27.20   -0.23   29.26    0.87   28.17    0.50
1995   5   23.37   -1.05   26.55   -0.55   29.36    0.67   27.87    0.10
1995   6   22.43   -0.64   26.30   -0.17   29.21    0.54   27.80    0.27
1995   7   21.42   -0.55   25.65    0.00   29.03    0.42   27.24    0.14
1995   8   20.46   -0.55   24.36   -0.70   28.81    0.32   26.42   -0.33
1995   9   20.50   -0.27   24.05   -0.89   28.59    0.08   26.20   -0.50
1995  10   20.62   -0.45   24.16   -0.78   28.52    0.01   26.08   -0.57
1995  11   21.49   -0.25   24.22   -0.84   28.32   -0.13   25.82   -0.78
1995  12   22.03   -0.87   24.45   -0.76   28.13   -0.22   25.86   -0.71
1996   1   23.81   -0.73   25.06   -0.59   27.89   -0.27   25.83   -0.73
1996   2   25.52   -0.40   25.84   -0.54   27.61   -0.46   25.98   -0.76
1996   3   26.28   -0.09   26.75   -0.38   27.91   -0.27   26.73   -0.50
1996   4   24.00   -1.57   26.83   -0.59   28.25   -0.15   27.42   -0.25
1996   5   23.11   -1.31   26.63   -0.47   28.62   -0.07   27.65   -0.12
1996   6   21.66   -1.41   26.10   -0.37   28.71    0.04   27.49   -0.04
1996   7   20.72   -1.26   25.29   -0.36   28.65    0.04   27.02   -0.09
1996   8   20.23   -0.78   24.78   -0.28   28.62    0.12   26.75    0.00
1996   9   20.43   -0.34   24.53   -0.41   28.57    0.05   26.44   -0.27
1996  10   20.52   -0.55   24.52   -0.42   28.62    0.11   26.49   -0.15
1996  11   20.77   -0.97   24.56   -0.49   28.62    0.17   26.43   -0.17
1996  12   21.68   -1.22   24.31   -0.90   28.52    0.18   26.13   -0.44
1997   1   23.70   -0.83   24.80   -0.85   28.42    0.26   26.09   -0.47
1997   2   26.08    0.16   25.78   -0.60   28.53    0.45   26.46   -0.28
1997   3   27.17    0.80   26.97   -0.16   28.73    0.56   27.13   -0.10
1997   4   26.74    1.17   27.50    0.07   29.33    0.94   27.97    0.31
1997   5   26.77    2.35   28.03    0.92   29.51    0.82   28.63    0.85
1997   6   26.15    3.08   28.23    1.76   29.37    0.70   28.86    1.33
1997   7   25.59    3.61   27.99    2.34   29.41    0.80   28.86    1.76
1997   8   24.95    3.94   27.75    2.69   29.31    0.82   28.69    1.94
1997   9   24.69    3.92   27.82    2.88   29.54    1.03   28.89    2.19
1997  10   24.64    3.57   28.09    3.15   29.51    1.00   29.14    2.50
1997  11   25.85    4.11   28.40    3.35   29.45    1.00   29.13    2.52
1997  12   27.08    4.18   28.53    3.32   29.27    0.93   29.04    2.48
1998   1   28.12    3.58   28.71    3.06   29.06    0.91   28.98    2.43
1998   2   28.82    2.90   28.86    2.48   28.90    0.82   28.71    1.97
1998   3   29.24    2.87   29.10    1.97   28.83    0.66   28.66    1.43
1998   4   28.45    2.88   29.16    1.74   28.77    0.38   28.64    0.98
1998   5   27.36    2.94   28.53    1.42   28.87    0.18   28.47    0.70
1998   6   25.19    2.12   27.04    0.57   28.46   -0.21   27.41   -0.12
1998   7   23.61    1.64   25.60   -0.05   28.30   -0.31   26.52   -0.59
1998   8   22.27    1.26   24.78   -0.28   27.99   -0.50   25.91   -0.84
1998   9   21.31    0.54   24.19   -0.75   27.83   -0.68   25.66   -1.05
1998  10   21.37    0.30   24.08   -0.86   27.51   -1.00   25.46   -1.19
1998  11   21.60   -0.14   24.40   -0.66   27.41   -1.04   25.48   -1.12
1998  12   22.81   -0.10   24.25   -0.96   27.19   -1.16   25.12   -1.45
1999   1   24.23   -0.31   24.41   -1.24   26.89   -1.26   24.96   -1.59
1999   2   25.73   -0.19   25.56   -0.82   26.90   -1.18   25.58   -1.16
1999   3   26.47    0.10   26.81   -0.32   27.14   -1.04   26.43   -0.80
1999   4   24.53   -1.04   26.90   -0.52   27.66   -0.73   26.92   -0.75
1999   5   23.64   -0.78   26.55   -0.56   28.14   -0.55   26.99   -0.78
1999   6   22.09   -0.98   25.89   -0.58   28.05   -0.62   26.66   -0.87
1999   7   21.36   -0.61   25.03   -0.62   27.89   -0.72   26.28   -0.83
1999   8   20.67   -0.34   24.36   -0.70   27.77   -0.73   25.82   -0.93
1999   9   20.08   -0.69   23.91   -1.03   27.96   -0.56   25.77   -0.94
1999  10   20.46   -0.61   23.77   -1.18   27.93   -0.58   25.62   -1.03
1999  11   20.62   -1.12   23.72   -1.34   27.54   -0.91   25.20   -1.40
1999  12   22.42   -0.48   23.76   -1.45   27.30   -1.05   24.97   -1.60
2000   1   24.01   -0.53   24.12   -1.53   27.17   -0.99   24.88   -1.68
2000   2   25.38   -0.54   25.35   -1.03   26.88   -1.20   25.23   -1.50
2000   3   25.67   -0.70   26.78   -0.35   26.95   -1.22   26.27   -0.96
2000   4   25.53   -0.04   27.46    0.04   27.40   -0.99   26.99   -0.68
2000   5   24.27   -0.15   26.85   -0.26   27.90   -0.79   27.10   -0.67
2000   6   22.93   -0.13   26.01   -0.46   28.25   -0.42   26.97   -0.56
2000   7   21.47   -0.50   25.24   -0.41   28.41   -0.20   26.69   -0.41
2000   8   20.07   -0.94   24.74   -0.31   28.28   -0.21   26.46   -0.29
2000   9   20.64   -0.13   24.73   -0.21   28.37   -0.14   26.32   -0.39
2000  10   20.90   -0.17   24.60   -0.34   28.27   -0.24   26.11   -0.53
2000  11   20.67   -1.07   24.43   -0.62   28.06   -0.39   26.01   -0.59
2000  12   22.08   -0.83   24.73   -0.48   27.66   -0.68   25.83   -0.74
2001   1   24.24   -0.29   25.37   -0.29   27.49   -0.66   25.93   -0.63
2001   2   26.11    0.20   26.38    0.01   27.38   -0.70   26.24   -0.49
2001   3   26.89    0.52   27.31    0.18   27.68   -0.50   26.89   -0.35
2001   4   25.99    0.42   27.52    0.09   28.16   -0.23   27.38   -0.28
2001   5   23.98   -0.44   27.21    0.11   28.65   -0.04   27.70   -0.08
2001   6   22.71   -0.36   26.44   -0.03   28.91    0.24   27.60    0.07
2001   7   21.48   -0.50   25.63   -0.02   29.12    0.51   27.37    0.26
2001   8   20.24   -0.77   25.03   -0.03   28.98    0.48   26.95    0.20
2001   9   19.73   -1.04   24.49   -0.45   29.11    0.60   26.74    0.04
2001  10   20.14   -0.93   24.59   -0.36   29.08    0.58   26.66    0.02
2001  11   20.68   -1.06   24.53   -0.53   28.93    0.48   26.47   -0.13
2001  12   21.73   -1.17   24.79   -0.42   28.77    0.42   26.32   -0.25
2002   1   24.09   -0.45   25.23   -0.42   28.84    0.69   26.49   -0.07
2002   2   26.23    0.31   26.22   -0.15   28.70    0.63   26.83    0.09
2002   3   27.39    1.01   27.51    0.38   28.62    0.44   27.48    0.25
2002   4   26.44    0.87   27.71    0.28   29.14    0.75   28.00    0.34
2002   5   25.29    0.87   27.68    0.58   29.61    0.92   28.44    0.66
2002   6   23.28    0.21   27.30    0.83   29.58    0.91   28.48    0.95
2002   7   21.64   -0.34   26.31    0.67   29.53    0.92   28.03    0.93
2002   8   21.32    0.31   25.62    0.56   29.41    0.92   27.67    0.92
2002   9   21.42    0.65   25.69    0.75   29.41    0.90   27.75    1.05
2002  10   21.85    0.78   25.94    1.00   29.52    1.01   27.95    1.31
2002  11   22.85    1.11   26.43    1.37   29.66    1.21   28.14    1.54
2002  12   24.05    1.15   26.62    1.41   29.57    1.23   28.08    1.52
2003   1   25.01    0.47   26.68    1.02   29.09    0.94   27.68    1.12
2003   2   26.27    0.35   27.01    0.63   28.94    0.86   27.63    0.89
2003   3   26.91    0.53   27.48    0.35   28.95    0.78   27.84    0.61
2003   4   25.41   -0.15   27.22   -0.20   28.94    0.55   27.75    0.08
2003   5   23.24   -1.18   26.44   -0.66   29.01    0.32   27.42   -0.36
2003   6   22.15   -0.91   26.20   -0.27   29.17    0.50   27.56    0.03
2003   7   21.50   -0.48   26.16    0.52   29.19    0.58   27.66    0.55
2003   8   21.25    0.24   25.65    0.59   29.09    0.59   27.32    0.57
2003   9   20.75   -0.02   25.20    0.26   29.05    0.54   27.10    0.40
2003  10   21.70    0.63   25.58    0.63   29.22    0.71   27.33    0.69
2003  11   22.33    0.59   25.85    0.80   29.08    0.62   27.13    0.53
2003  12   23.60    0.70   26.07    0.86   28.97    0.63   27.04    0.47
2004   1   25.09    0.55   26.23    0.58   28.71    0.56   26.90    0.35
2004   2   26.47    0.55   26.81    0.44   28.61    0.53   27.04    0.31
2004   3   26.12   -0.26   27.47    0.34   28.53    0.36   27.38    0.15
2004   4   25.27   -0.30   27.62    0.19   28.82    0.43   27.91    0.24
2004   5   23.44   -0.98   26.96   -0.14   29.18    0.49   28.02    0.24
2004   6   22.54   -0.53   26.55    0.08   29.24    0.57   27.93    0.40
2004   7   21.26   -0.72   25.94    0.30   29.36    0.75   27.86    0.75
2004   8   20.79   -0.22   25.47    0.41   29.47    0.98   27.67    0.92
2004   9   20.83    0.06   25.42    0.48   29.54    1.02   27.58    0.88
2004  10   21.56    0.49   25.64    0.70   29.53    1.03   27.53    0.89
2004  11   22.88    1.14   25.84    0.79   29.49    1.04   27.37    0.77
2004  12   23.39    0.49   25.95    0.74   29.41    1.07   27.38    0.81
2005   1   24.61    0.07   26.10    0.45   29.23    1.08   27.32    0.76
2005   2   25.09   -0.83   26.38    0.00   28.91    0.83   27.17    0.43
2005   3   25.23   -1.14   27.12   -0.01   28.89    0.71   27.63    0.40
2005   4   25.21   -0.36   27.62    0.20   29.03    0.64   28.02    0.36
2005   5   24.31   -0.11   27.56    0.46   29.24    0.55   28.30    0.52
2005   6   22.60   -0.47   26.86    0.39   29.20    0.53   27.99    0.46
2005   7   21.61   -0.37   26.07    0.42   28.93    0.32   27.45    0.34
2005   8   20.47   -0.54   25.44    0.38   28.78    0.29   27.11    0.36
2005   9   20.00   -0.77   24.88   -0.05   28.85    0.34   26.79    0.09
2005  10   19.89   -1.18   24.83   -0.12   28.85    0.34   26.70    0.06
2005  11   20.61   -1.13   23.92   -1.14   28.65    0.19   26.13   -0.48
2005  12   22.20   -0.70   24.01   -1.20   28.34    0.00   25.80   -0.77
2006   1   24.76    0.22   24.66   -0.99   27.91   -0.25   25.68   -0.87
2006   2   26.52    0.60   26.02   -0.35   27.58   -0.50   26.15   -0.59
2006   3   26.22   -0.15   26.83   -0.30   27.82   -0.35   26.80   -0.43
2006   4   24.29   -1.28   27.18   -0.24   28.36   -0.04   27.54   -0.13
2006   5   23.84   -0.58   27.30    0.19   28.91    0.21   27.91    0.13
2006   6   22.82   -0.24   26.73    0.27   29.15    0.48   27.82    0.29
2006   7   22.20    0.22   25.93    0.28   29.14    0.53   27.36    0.25
2006   8   21.89    0.88   25.68    0.62   29.20    0.71   27.25    0.50
2006   9   21.93    1.16   25.77    0.83   29.30    0.79   27.32    0.61
2006  10   22.46    1.39   26.00    1.06   29.43    0.92   27.47    0.83
2006  11   22.61    0.87   26.39    1.33   29.55    1.09   27.81    1.21
2006  12   24.15    1.24   26.63    1.42   29.45    1.11   27.86    1.29
2007   1   25.82    1.28   26.68    1.03   28.98    0.82   27.36    0.81
2007   2   26.81    0.90   26.56    0.18   28.69    0.61   26.98    0.24
2007   3   26.41    0.04   26.77   -0.36   28.81    0.64   27.25    0.02
2007   4   24.96   -0.61   26.93   -0.50   28.88    0.49   27.56   -0.10
2007   5   23.05   -1.37   26.40   -0.70   28.90    0.21   27.54   -0.23
2007   6   21.61   -1.46   26.11   -0.35   28.92    0.25   27.54    0.01
2007   7   21.05   -0.93   25.14   -0.51   28.80    0.19   26.99   -0.12
2007   8   19.95   -1.06   24.24   -0.82   28.57    0.08   26.41   -0.34
2007   9   19.85   -0.91   23.84   -1.10   28.21   -0.31   25.86   -0.84
2007  10   19.31   -1.76   23.85   -1.09   28.09   -0.42   25.73   -0.92
2007  11   19.82   -1.92   23.76   -1.30   27.90   -0.56   25.47   -1.14
2007  12   21.15   -1.76   23.91   -1.30   27.70   -0.64   25.40   -1.17
2008   1   24.24   -0.30   24.42   -1.23   27.18   -0.98   25.06   -1.50
2008   2   26.39    0.47   25.34   -1.04   26.79   -1.29   25.19   -1.55
2008   3   26.91    0.53   26.54   -0.59   27.22   -0.95   26.16   -1.07
2008   4   25.68    0.12   27.36   -0.07   27.53   -0.86   26.97   -0.70
2008   5   24.43    0.00   27.15    0.05   27.93   -0.76   27.19   -0.58
2008   6   23.19    0.12   26.49    0.02   28.10   -0.57   27.15   -0.38
2008   7   23.02    1.05   26.01    0.36   28.18   -0.43   27.00   -0.11
2008   8   22.14    1.13   25.56    0.51   28.27   -0.22   26.81    0.06
2008   9   21.60    0.84   25.36    0.42   28.25   -0.27   26.70    0.00
2008  10   21.39    0.32   25.48    0.53   28.23   -0.28   26.66    0.02
2008  11   21.54   -0.20   25.25    0.20   28.16   -0.29   26.52   -0.08
2008  12   22.73   -0.18   24.59   -0.62   27.83   -0.52   25.78   -0.79
2009   1   24.39   -0.15   25.26   -0.39   27.47   -0.69   25.69   -0.87
